Date,Open,High,Low,Close,Adj Close,Volume
2022-09-20,122.550003,122.629997,119.889999,120.540001,119.786522,1521700
2022-09-21,121.110001,121.180000,117.489998,117.489998,116.755585,1426400
2022-09-22,116.650002,118.300003,116.480003,117.419998,116.686028,1385400
2022-09-23,116.739998,117.309998,114.070000,115.639999,114.917160,1825900
2022-09-26,115.320000,116.570000,114.120003,114.820000,114.102272,1726300
2022-09-27,115.529999,116.570000,114.639999,115.139999,114.420273,1268300
2022-09-28,115.830002,118.940002,115.089996,118.349998,117.610214,2091900
2022-09-29,117.730003,118.250000,116.099998,117.470001,116.735718,1644600
2022-09-30,117.699997,118.510002,115.550003,115.709999,114.986717,2189200
2022-10-03,116.230003,120.430000,116.010002,119.860001,119.110779,2602000
2022-10-04,120.620003,123.339996,120.620003,123.199997,122.429893,2039000
2022-10-05,122.699997,123.739998,121.279999,122.669998,121.903206,1704900
2022-10-06,122.879997,124.790001,122.660004,123.660004,122.887032,1558300
2022-10-07,122.529999,123.339996,121.570000,122.309998,121.545456,1999500
2022-10-10,122.400002,122.470001,119.900002,120.680000,119.925652,1080100
2022-10-11,120.230003,121.269997,118.639999,119.250000,118.504585,1578900
2022-10-12,119.339996,120.199997,118.790001,118.879997,118.136894,1140800
2022-10-13,116.339996,122.160004,116.220001,121.220001,120.462280,1624700
2022-10-14,122.080002,123.220001,119.559998,120.370003,119.617592,1972600
2022-10-17,123.199997,123.580002,120.830002,121.029999,120.273453,1700300
2022-10-18,122.589996,123.989998,122.050003,123.370003,122.598839,1513600
2022-10-19,122.379997,124.599998,121.930000,123.839996,123.065895,1347700
2022-10-20,123.620003,125.699997,122.290001,123.550003,122.777710,1360900
2022-10-21,123.260002,125.309998,122.550003,124.989998,124.208702,1605700
2022-10-24,125.650002,126.379997,123.800003,125.669998,124.884453,1344500
2022-10-25,126.199997,127.809998,125.860001,127.739998,126.941521,1634500
2022-10-26,127.750000,129.539993,126.980003,127.250000,126.454575,1357500
2022-10-27,127.160004,129.610001,127.110001,127.699997,126.901764,2233800
2022-10-28,128.419998,130.449997,127.779999,128.240005,127.438408,2213800
2022-10-31,127.919998,128.679993,125.160004,125.959999,125.172646,2941200
2022-11-01,126.290001,127.699997,125.279999,126.269997,125.480698,2576700
2022-11-02,126.000000,132.710007,123.720001,128.660004,127.855774,4902200
2022-11-03,127.510002,129.369995,126.580002,126.620003,125.828514,2340800
2022-11-04,126.870003,129.820007,126.620003,129.759995,128.948883,2231500
2022-11-07,130.179993,133.399994,129.960007,132.419998,131.592255,2714600
2022-11-08,130.190002,131.470001,127.830002,129.100006,128.293030,2554600
2022-11-09,129.000000,129.139999,126.000000,126.290001,125.500580,2413000
2022-11-10,129.619995,131.550003,128.380005,130.300003,129.485535,2564900
2022-11-11,130.610001,131.410004,128.410004,131.229996,130.409714,2057800
2022-11-14,131.190002,131.690002,129.470001,129.559998,128.750137,2412900
2022-11-15,130.929993,131.869995,127.099998,128.779999,127.975021,2266700
2022-11-16,129.210007,130.839996,128.360001,129.339996,128.531509,1464600
2022-11-17,127.279999,129.619995,126.180000,128.649994,127.845825,1437900
2022-11-18,129.789993,130.279999,128.460007,130.080002,129.266891,1648500
2022-11-21,129.500000,130.020004,126.400002,127.860001,127.060768,1846900
2022-11-22,128.160004,129.649994,127.019997,129.520004,128.710388,1509400
2022-11-23,130.000000,131.619995,129.399994,130.960007,130.141403,1574800
2022-11-25,129.979996,130.270004,129.149994,129.500000,128.690521,781300
2022-11-28,129.020004,130.139999,128.169998,128.350006,127.547699,1332000
2022-11-29,127.790001,128.720001,126.910004,127.589996,126.980431,1330200
2022-11-30,127.690002,131.250000,126.739998,130.779999,130.155197,2809700
2022-12-01,131.830002,132.070007,130.130005,131.619995,130.991165,1806200
2022-12-02,130.580002,132.860001,130.360001,132.279999,131.648026,1233200
2022-12-05,132.169998,133.339996,130.009995,130.419998,129.796906,1745200
2022-12-06,130.160004,130.160004,126.760002,127.410004,126.801292,1943900
2022-12-07,127.769997,128.100006,125.320000,126.010002,125.407982,1489700
2022-12-08,127.050003,127.480003,125.230003,126.110001,125.507507,2259600
2022-12-09,126.099998,126.099998,124.180000,124.709999,124.114197,1985500
2022-12-12,125.750000,126.120003,123.470001,125.599998,124.999931,1666800
2022-12-13,127.760002,128.910004,124.449997,125.680000,125.079552,2416600
2022-12-14,125.849998,126.629997,123.769997,124.660004,124.064430,1477000
2022-12-15,123.629997,124.239998,121.330002,121.730003,121.148438,1686500
2022-12-16,120.769997,121.989998,119.900002,121.739998,121.158379,4312600
2022-12-19,121.559998,121.690002,120.360001,120.790001,120.212921,1606700
2022-12-20,120.540001,122.059998,120.339996,120.419998,119.844681,1181100
2022-12-21,121.160004,122.790001,120.169998,122.500000,121.914742,1615100
2022-12-22,121.809998,122.199997,120.260002,121.419998,120.839912,1335300
2022-12-23,121.019997,121.930000,120.580002,121.510002,120.929482,844700
2022-12-27,121.320000,121.370003,120.339996,120.820000,120.242775,823500
2022-12-28,120.900002,121.370003,119.470001,119.540001,118.968895,898300
2022-12-29,120.120003,122.900002,119.419998,122.190002,121.606239,1222800
2022-12-30,121.779999,122.330002,120.790001,122.180000,121.596283,1164400
2023-01-03,123.589996,124.699997,122.320000,122.800003,122.213310,1677800
2023-01-04,123.400002,126.199997,123.400002,125.010002,124.412758,1498100
2023-01-05,124.559998,125.330002,124.040001,124.680000,124.084328,929600
2023-01-06,125.169998,125.849998,123.010002,123.889999,123.298103,2781900
2023-01-09,123.889999,126.019997,123.419998,124.169998,123.576759,1685700
2023-01-10,124.180000,124.870003,122.300003,124.019997,123.427483,1819600
2023-01-11,124.930000,127.379997,123.669998,126.110001,125.507507,2745400
2023-01-12,125.809998,126.500000,123.620003,126.419998,125.816017,1999500
2023-01-13,126.230003,126.790001,124.849998,125.459999,124.860611,1469500
2023-01-17,124.650002,125.129997,123.320000,123.699997,123.109016,1999300
2023-01-18,123.769997,124.650002,122.529999,123.709999,123.118958,1831000
2023-01-19,123.709999,124.139999,122.769997,123.720001,123.128914,1723200
2023-01-20,124.430000,126.199997,123.769997,125.989998,125.388069,2729800
2023-01-23,125.790001,127.529999,125.320000,127.410004,126.801292,2105600
2023-01-24,127.709999,128.070007,126.370003,127.489998,126.880898,1301800
2023-01-25,126.589996,127.650002,126.269997,127.559998,126.950577,1099800
2023-01-26,128.309998,129.449997,128.190002,129.139999,128.523026,1196100
2023-01-27,129.139999,130.570007,128.789993,128.869995,128.254318,1786200
2023-01-30,128.919998,129.470001,128.110001,128.990005,128.373749,2446900
2023-01-31,129.190002,129.990005,128.380005,128.679993,128.065216,3067700
2023-02-01,116.779999,117.220001,112.580002,116.760002,116.202179,14492300
2023-02-02,117.500000,117.519997,114.099998,115.989998,115.435852,6355600
2023-02-03,115.150002,115.540001,113.779999,113.919998,113.375740,4393500
2023-02-06,113.610001,113.610001,111.720001,112.190002,111.654007,4208700
2023-02-07,112.129997,114.360001,111.800003,114.180000,113.634499,4637500
2023-02-08,113.230003,114.089996,112.279999,112.699997,112.161568,2159800
2023-02-09,113.459999,113.949997,111.389999,111.790001,111.255920,3079000
2023-02-10,111.860001,112.900002,111.410004,111.800003,111.265869,2904800
2023-02-13,111.470001,113.410004,111.470001,113.199997,112.659180,2552800
2023-02-14,112.809998,112.900002,111.570000,112.250000,111.713715,2662600
2023-02-15,111.279999,113.360001,111.279999,113.339996,112.798500,1602800
2023-02-16,111.900002,113.239998,111.620003,111.720001,111.186249,2742100
2023-02-17,111.150002,112.470001,110.730003,112.000000,111.464912,3370500
2023-02-21,111.300003,112.239998,111.250000,112.019997,111.484818,2656400
2023-02-22,112.339996,112.339996,111.370003,111.739998,111.206161,2270200
2023-02-23,112.000000,112.099998,110.190002,110.720001,110.191032,2459500
2023-02-24,109.739998,110.269997,109.449997,109.769997,109.245560,1997000
2023-02-27,110.430000,111.180000,110.260002,111.089996,110.559258,2300100
2023-02-28,110.680000,111.239998,110.470001,110.940002,110.599136,2900400
2023-03-01,110.980003,111.029999,109.730003,110.410004,110.070770,2012700
2023-03-02,110.410004,112.660004,110.400002,112.290001,111.944984,2349200
2023-03-03,112.769997,113.199997,112.050003,113.150002,112.802345,1600400
2023-03-06,112.989998,114.389999,112.660004,113.190002,112.842224,1860100
2023-03-07,113.190002,113.629997,111.599998,112.139999,111.795448,1871700
2023-03-08,112.260002,112.519997,111.790001,112.279999,111.935013,1205200
2023-03-09,112.169998,112.790001,110.309998,110.459999,110.120605,2344700
2023-03-10,110.599998,111.889999,108.919998,109.190002,108.854515,2898200
2023-03-13,109.529999,110.970001,108.529999,110.070000,109.731812,2662500
2023-03-14,110.760002,112.059998,110.209999,111.480003,111.137482,2144400
2023-03-15,111.389999,112.029999,110.720001,111.379997,111.037781,2803200
2023-03-16,111.389999,113.790001,111.389999,113.529999,113.181175,2110500
2023-03-17,113.650002,114.010002,112.980003,113.349998,113.001724,3077500
2023-03-20,113.010002,114.279999,113.010002,113.519997,113.171204,1725700
2023-03-21,113.110001,115.150002,113.110001,114.940002,114.586853,2428900
2023-03-22,114.290001,115.099998,113.139999,113.160004,112.812317,2266900
2023-03-23,113.790001,116.599998,113.669998,116.040001,115.683464,2436200
2023-03-24,118.080002,119.209999,117.610001,119.029999,118.664276,2527300
2023-03-27,118.900002,119.400002,118.139999,118.639999,118.275475,2276500
2023-03-28,118.089996,118.440002,117.360001,118.019997,117.657379,1551100
2023-03-29,118.080002,119.330002,118.080002,119.190002,118.823784,1522800
2023-03-30,120.000000,120.050003,118.839996,119.099998,118.734062,1979500
2023-03-31,119.379997,120.529999,118.970001,120.449997,120.079910,2347300
2023-04-03,120.139999,121.650002,119.599998,121.349998,120.977150,1946400
2023-04-04,121.430000,125.470001,121.230003,125.239998,124.855194,3303700
