Date,Open,High,Low,Adj Close
2022-09-20,153.399994,158.080002,153.080002,155.974686
2022-09-21,157.339996,158.740005,153.600006,152.813461
2022-09-22,152.380005,154.470001,150.910004,151.839233
2022-09-23,151.190002,151.470001,148.559998,149.542862
2022-09-26,149.660004,153.770004,149.639999,149.880875
2022-09-27,152.740005,154.720001,149.949997,150.86499
2022-09-28,147.639999,150.639999,144.839996,148.956329
2022-09-29,146.100006,146.720001,140.679993,141.639725
2022-09-30,141.279999,143.100006,138.0,137.384979
2022-10-03,138.210007,143.070007,137.690002,141.609924
2022-10-04,145.029999,146.220001,144.259995,145.238403
2022-10-05,144.070007,147.380005,143.009995,145.536606
2022-10-06,145.809998,147.539993,145.220001,144.572342
2022-10-07,142.539993,143.100006,139.449997,139.26384
2022-10-10,140.419998,141.889999,138.570007,139.591888
2022-10-11,139.899994,141.350006,138.220001,138.16037
2022-10-12,139.130005,140.360001,138.160004,137.524155
2022-10-13,134.990005,143.589996,134.369995,142.146729
2022-10-14,144.309998,144.520004,138.190002,137.563919
2022-10-17,141.070007,142.899994,140.270004,141.57016
2022-10-18,145.490005,146.699997,140.610001,142.902252
2022-10-19,141.690002,144.949997,141.5,143.011597
2022-10-20,143.020004,145.889999,142.649994,142.544388
2022-10-21,142.869995,147.850006,142.649994,146.401505
2022-10-24,147.190002,150.229996,146.0,148.568634
2022-10-25,150.089996,152.490005,149.360001,151.441589
2022-10-26,150.960007,151.990005,148.039993,148.469238
2022-10-27,148.070007,149.050003,144.130005,143.94606
2022-10-28,148.199997,157.5,147.820007,154.821548
2022-10-31,153.160004,154.240005,151.919998,152.435684
2022-11-01,155.080002,155.449997,149.130005,149.761551
2022-11-02,148.949997,152.169998,145.0,144.174683
2022-11-03,142.059998,142.800003,138.75,138.060959
2022-11-04,142.089996,142.669998,134.380005,137.792114
2022-11-07,137.110001,139.149994,135.669998,138.329803
2022-11-08,140.410004,141.429993,137.490005,138.907364
2022-11-09,138.5,138.550003,134.589996,134.297028
2022-11-10,141.240005,146.869995,139.5,146.246048
2022-11-11,145.820007,150.009995,144.369995,149.064026
2022-11-14,148.970001,150.279999,147.429993,147.650055
2022-11-15,152.220001,153.589996,148.559998,149.402573
2022-11-16,149.130005,149.869995,147.289993,148.157883
2022-11-17,146.429993,151.479996,146.149994,150.079697
2022-11-18,152.309998,152.699997,149.970001,150.647278
2022-11-21,150.160004,150.369995,147.720001,147.38121
2022-11-22,148.130005,150.419998,146.929993,149.541977
2022-11-23,149.449997,151.830002,149.339996,150.428223
2022-11-25,148.309998,148.880005,147.119995,147.480789
2022-11-28,145.139999,146.639999,143.380005,143.607315
2022-11-29,144.289993,144.809998,140.350006,140.570267
2022-11-30,141.399994,148.720001,140.550003,147.401123
2022-12-01,148.210007,149.130005,146.610001,147.679932
2022-12-02,145.960007,148.0,145.649994,147.182068
2022-12-05,147.770004,150.919998,145.770004,146.00708
2022-12-06,147.070007,147.300003,141.919998,142.302872
2022-12-07,142.190002,143.369995,140.0,140.341248
2022-12-08,142.360001,143.520004,141.100006,142.043976
2022-12-09,142.339996,145.570007,140.899994,141.556061
2022-12-12,142.699997,144.5,141.059998,143.87616
2022-12-13,149.5,149.970001,144.240005,144.852005
2022-12-14,145.350006,146.660004,141.160004,142.601608
2022-12-15,141.110001,141.800003,136.029999,135.920105
2022-12-16,136.690002,137.649994,133.729996,133.938568
2022-12-19,135.110001,135.199997,131.320007,131.807632
2022-12-20,131.389999,133.25,129.889999,131.737961
2022-12-21,132.979996,136.809998,132.75,134.874573
2022-12-22,134.350006,134.559998,130.300003,131.668243
2022-12-23,130.919998,132.419998,129.639999,131.29982
2022-12-27,131.380005,131.410004,128.720001,129.477585
2022-12-28,129.669998,131.029999,125.870003,125.504539
2022-12-29,127.989998,130.479996,127.730003,129.059372
2022-12-30,128.410004,129.949997,127.43,129.378006
2023-01-03,130.279999,130.899994,124.169998,124.538658
2023-01-04,126.889999,128.660004,125.080002,125.823189
2023-01-05,127.129997,127.769997,124.760002,124.488876
2023-01-06,126.010002,130.289993,124.889999,129.069321
2023-01-09,130.470001,133.410004,129.889999,129.597061
2023-01-10,130.259995,131.259995,128.119995,130.174606
2023-01-11,131.25,133.509995,130.460007,132.922897
2023-01-12,133.880005,134.259995,131.440002,132.843231
2023-01-13,132.029999,134.919998,131.660004,134.1875
2023-01-17,134.830002,137.289993,134.130005,135.362473
2023-01-18,136.820007,138.610001,135.029999,134.63559
2023-01-19,134.080002,136.25,133.770004,134.695328
2023-01-20,135.279999,138.020004,134.220001,137.284286
2023-01-23,138.119995,143.320007,137.899994,140.510513
2023-01-24,140.309998,143.160004,140.300003,141.9245
2023-01-25,140.889999,142.429993,138.809998,141.257324
2023-01-26,143.169998,144.25,141.899994,143.348419
2023-01-27,143.160004,147.229996,143.080002,145.310043
2023-01-30,144.960007,145.550003,142.850006,142.392487
2023-01-31,142.699997,144.339996,142.279999,143.676987
2023-02-01,143.970001,146.610001,141.320007,144.812164
2023-02-02,148.899994,151.179993,148.169998,150.179276
2023-02-03,148.029999,157.380005,147.830002,153.843628
2023-02-06,152.570007,153.100006,150.779999,151.085403
2023-02-07,150.639999,155.229996,150.639999,153.992996
