Date,Open,High,Low,Adj Close
2022-09-20,71.330002,71.800003,70.769997,71.169998
2022-09-21,70.879997,71.489998,69.910004,69.910004
2022-09-22,70.25,70.650002,69.040001,69.379997
2022-09-23,68.519997,68.739998,67.779999,68.43
2022-09-26,67.389999,68.010002,66.550003,66.699997
2022-09-27,66.589996,66.970001,65.43,65.889999
2022-09-28,65.580002,67.290001,65.580002,66.989998
2022-09-29,65.949997,66.050003,64.5,65.07
2022-09-30,64.339996,65.43,63.93,64.050003
2022-10-03,65.459999,66.5,65.300003,66.160004
2022-10-04,67.739998,68.470001,67.419998,68.239998
2022-10-05,67.220001,68.050003,66.720001,67.610001
2022-10-06,67.940002,68.389999,67.209999,67.410004
2022-10-07,67.480003,67.93,66.190002,66.410004
2022-10-10,66.309998,66.410004,65.040001,65.620003
2022-10-11,64.970001,65.269997,63.91,64.169998
2022-10-12,63.490002,63.82,63.09,63.169998
2022-10-13,61.790001,65.690002,61.720001,65.169998
2022-10-14,65.889999,66.18,64.150002,64.230003
2022-10-17,65.07,66.339996,65.07,66.089996
2022-10-18,65.82,65.949997,64.699997,65.269997
2022-10-19,64.860001,65.57,64.279999,64.629997
2022-10-20,64.709999,65.940002,64.449997,64.730003
2022-10-21,63.939999,65.07,63.34,65.040001
2022-10-24,64.910004,65.360001,64.099998,65.139999
2022-10-25,66.089996,67.349998,66.029999,67.239998
2022-10-26,66.849998,68.18,66.769997,67.32
2022-10-27,67.239998,67.959999,66.709999,66.860001
2022-10-28,66.82,67.870003,66.709999,67.849998
2022-10-31,67.18,67.669998,66.669998,67.470001
2022-11-01,70.599998,74.389999,70.57,74.010002
2022-11-02,72.879997,73.57,71.370003,71.370003
2022-11-03,71.010002,72.32,70.510002,72.129997
2022-11-04,73.550003,75.5,73.5,74.589996
2022-11-07,74.599998,75.5,74.410004,75.5
2022-11-08,76.699997,78.839996,76.160004,76.809998
2022-11-09,76.25,76.599998,75.269997,75.480003
2022-11-10,78.330002,80.559998,78.220001,80.5
2022-11-11,82.400002,83.190002,81.589996,83.089996
2022-11-14,82.800003,83.269997,82.32,82.419998
2022-11-15,83.849998,84.080002,82.540001,82.68
2022-11-16,81.650002,81.650002,80.870003,81.139999
2022-11-17,79.459999,80.879997,79.0,80.830002
2022-11-18,80.919998,81.089996,80.099998,80.389999
2022-11-21,79.129997,79.720001,78.940002,79.089996
2022-11-22,80.839996,81.339996,80.5,81.239998
2022-11-23,81.510002,82.220001,81.230003,82.199997
2022-11-25,82.779999,83.779999,82.779999,82.889999
2022-11-28,83.330002,84.169998,82.010002,82.169998
2022-11-29,81.82,82.790001,81.809998,82.230003
2022-11-30,81.099998,83.089996,80.300003,83.07
2022-12-01,82.900002,84.190002,82.870003,83.940002
2022-12-02,82.760002,83.089996,81.910004,82.790001
2022-12-05,81.82,82.599998,81.360001,81.610001
2022-12-06,80.889999,80.889999,78.93,79.470001
2022-12-07,79.139999,79.400002,78.669998,79.040001
